Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,4.47,5,5.36,2,0.18,1.07,0.77,2,9,6.18,3,0.641,0.205,1.236,0.883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,4.45,5,5.32,2,0.17,1.06,0.76,2,9,6.11,3,0.638,0.198,1.222,0.873,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,4.49,5,5.41,2,0.18,1.08,0.77,2,9,6.11,3,0.627,0.175,1.222,0.873,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,,,PSY,Microbial,5,7,log CFU/g,5.79,9,5.85,1,0.01,1.17,0.84,2,13,6.97,3,0.825,0.280,1.394,0.996,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,5.49,9,5.68,1,0.02,1.14,0.81,2,13,6.74,3,0.822,0.265,1.348,0.963,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,5.34,9,5.4,2,0.01,1.08,0.77,2,13,6.41,3,0.822,0.253,1.282,0.916,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,PSY,Microbial,5,7,log CFU/g,5.51,9,5.4,2,-0.01,1.08,0.77,2,13,6.57,3,0.842,0.293,1.314,0.939,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,,,TCC,Microbial,2,3,log CFU/g,3.11,,,,,,,,1,3.11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,2.57,1,2.57,3,0.00,0.86,0.86,2,4,3.54,3,0.344,0.323,1.77,1.180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,2.49,1,2.49,3,0.00,0.83,0.83,2,4,3.74,3,0.376,0.417,1.87,1.247,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,2.78,1,2.78,3,0.00,0.93,0.93,2,4,3.72,3,0.335,0.313,1.86,1.240,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,,,TCC,Microbial,2,3,log CFU/g,4.32,,,,,,,,1,4.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,4.04,,,,,,,,1,4.04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,4,,,,,,,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TCC,Microbial,2,3,log CFU/g,4.08,,,,,,,,1,4.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,,,TBARS,Chemical,0.5,2,mg MDA/kg,0.20,1,0.197,3,0.000,0.39,0.099,3,4,3.43,2,4.35,1.078,6.86,1.72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.22,4,0.543,3,0.040,1.09,0.272,3,8,1.359,3,1.25,0.204,2.72,0.68,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.34,4,0.548,3,0.026,1.10,0.274,3,8,1.058,3,0.97,0.128,2.12,0.53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,lamb,Lamb,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.30,4,0.595,3,0.037,1.19,0.298,3,8,1.123,3,0.94,0.132,2.25,0.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,0,ppm,0,,,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,,,TBARS,Chemical,0.5,2,mg MDA/kg,0.65,8,0.899,2,0.016,1.80,0.450,3,12,1,3,0.74,0.025,2.00,0.50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,250,ppm,0.025,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.74,12,0.899,2,0.007,1.80,0.450,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,500,ppm,0.05,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.65,12,0.805,2,0.007,1.61,0.403,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0114,Thyme leaves extract,1000,ppm,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"placed on plastic foam meat trays, wrapped with polyethylene film",4,chicken,Chicken,Minced,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.71,12,0.85,2,0.006,1.70,0.425,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,galangal/BHT/α-tocopherol,-,,0,,,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, raw",,,TPC,Microbial,5,7,log CFU/g,5.97,3,6.67,1,0.23,0.95,0.95,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,galangal,10,% w/w,10,Phenol,plant,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, raw",ANM,,TPC,Microbial,5,7,log CFU/g,5.91,3,6.71,1,0.27,0.96,0.96,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,BHT,0.02,% w/w,0.02,,,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, raw",,,TPC,Microbial,5,7,log CFU/g,5.88,3,6.84,1,0.32,0.98,0.98,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,α-tocopherol,0.1,% w/w,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, raw",ANM,,TPC,Microbial,5,7,log CFU/g,5.76,3,6.91,1,0.38,0.99,0.99,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,galangal/BHT/α-tocopherol,-,,0,,,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, cooked",,cooked,TPC,Microbial,5,7,log CFU/g,5.97,7,6.21,1,0.03,0.89,0.89,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,galangal,10,% w/w,10,Phenol,plant,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, cooked",ANM,cooked,TPC,Microbial,5,7,log CFU/g,5.91,7,5.51,2,-0.06,0.79,0.79,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,BHT,0.02,% w/w,0.02,,,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, cooked",,cooked,TPC,Microbial,5,7,log CFU/g,5.88,7,5.48,2,-0.06,0.78,0.78,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0125,α-tocopherol,0.1,% w/w,0.1,Phenol,plant,,,,,,,,,,,,,,,,,,,,"plastic tray, covered",4,beef,Beef,"Minced, cooked",ANM,cooked,TPC,Microbial,5,7,log CFU/g,5.76,7,6.09,1,0.05,0.87,0.87,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0135,sodium erythorbate/lyophilized bee pollen,,,0,,,,,,,,,,,,,,,,,,,,,,"tuffed into natural pork casings, packed in plastic bags",4,pork,Pork,Pork meat sausage,,,TBARS,Chemical,0.5,2,mg MDA/kg,2.44,,,,,,,,5,2.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0135,sodium erythorbate,0.2,%,0.2,,,,,,,,,,,,,,,,,,,,,,"tuffed into natural pork casings, packed in plastic bags",4,pork,Pork,Pork meat sausage,,,TBARS,Chemical,0.5,2,mg MDA/kg,0.77,5,0.73,2,-0.004,1.46,0.365,3,10,3.52,2,2.41,0.558,7.04,1.76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0135,lyophilized bee pollen,0.2,%,0.2,Phenol,other natural sources,,,,,,,,,,,,,,,,,,,,"tuffed into natural pork casings, packed in plastic bags",4,pork,Pork,Pork meat sausage,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.67,,,,,,,,5,2.19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,honeybush extract/nitrate,,,0,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,Weight loss,Chemical,,,%,,,,,,,,,35,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,nitrate,100,mg/kg,0.01,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,Weight loss,Chemical,,,%,,,,,,,,,35,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,unfermented honeybush extract,0.5,%,0.5,Phenol,plant,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,ANM,,Weight loss,Chemical,,,%,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,honeybush extract/nitrate,,,0,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,Aw,Chemical,,,,,35,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,nitrate,100,mg/kg,0.01,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,Aw,Chemical,,,,,35,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,unfermented honeybush extract,0.5,%,0.5,Phenol,plant,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,ANM,,Aw,Chemical,,,,,35,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,honeybush extract/nitrate,,,0,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,TBARS,Chemical,0.5,2,mg MDA/kg,-,-,,,,,,,35,1.34,3,,,2.68,0.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,nitrate,100,mg/kg,0.01,,,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,,,TBARS,Chemical,0.5,2,mg MDA/kg,-,35,0.41,2,,0.82,0.205,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0170,unfermented honeybush extract,0.5,%,0.5,Phenol,plant,,,,,,,,,,,,,,,,,,,,,21-14,pork,Pork,typical italian salami,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,-,35,0.48,2,,0.96,0.240,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0220-221,quinoa seeds/quinoa wet milling coproducts,,,0,,,,,,,,,,,,,,,,,,,,,,vacuum-packed in low-density polyethylene bags,4,pork,pork,Bologna-Type Sausages,,,TBARS,Chemical,0.5,2,mg MDA/kg,0.44,21,0.68,2,0.006,1.36,0.340,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0220-221,black quinoa seeds,2.5,%,2.5,Phenol,plant,,,,,,,,,,,,,,,,,,,,vacuum-packed in low-density polyethylene bags,4,pork,pork,Bologna-Type Sausages,ANM+MAP,,TBARS,Chemical,0.5,2,mg MDA/kg,0.22,21,0.3,2,0.002,0.60,0.150,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0220-221,Black Quinoa Wet-Milling Coproducts,2.5,%,2.5,fiber,plant,,,,,,,,,,,,,,,,,,,,vacuum-packed in low-density polyethylene bags,4,pork,pork,Bologna-Type Sausages,ANM+MAP,,TBARS,Chemical,0.5,2,mg MDA/kg,0.30,21,0.38,2,0.002,0.76,0.190,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0220-221,black quinoa seeds,2.5,%,2.5,Phenol,plant,,,,,,,,,,,,,,,,,,,,vacuum-packed in low-density polyethylene bags,4,pork,pork,Bologna-Type Sausages,ANM+MAP,,ΔE,Chemical,,,,1.07,21,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0220-221,Black Quinoa Wet-Milling Coproducts,2.5,%,2.5,fiber,plant,,,,,,,,,,,,,,,,,,,,vacuum-packed in low-density polyethylene bags,4,pork,pork,Bologna-Type Sausages,ANM+MAP,,ΔE,Chemical,,,,6.71,21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),,,0,,,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,,,TPC,Microbial,5,7,log CFU/g,2.6,16,3.9,3,0.08,0.56,0.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),1,%,1,Phenol,plant ,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,ANM,,TPC,Microbial,5,7,log CFU/g,2.6,16,3.9,3,0.08,0.56,0.56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),2,%,2,Phenol,plant ,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,ANM,,TPC,Microbial,5,7,log CFU/g,2.6,16,3.7,3,0.07,0.53,0.53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),,,0,,,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,,,TBARS,Chemical,0.5,2,mg MDA/kg,0.20,16,0.9,2,0.022,1.80,0.450,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),1,%,1,Phenol,plant ,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.20,16,0.8,2,0.019,1.60,0.400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0245,dry drumstick flower (Moringa oleifera L.),2,%,2,Phenol,plant ,,,,,,,,,,,,,,,,,,,,LDPE pouches,4,goat,Goat,goat nuggets,ANM,,TBARS,Chemical,0.5,2,mg MDA/kg,0.20,16,0.7,1,0.016,1.40,0.350,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0254,cranberry pomace extracts,,,0,,,,,,,,,,,,,,,,,,,,,,trays were packed using modified atmosphere,"4c, 8c after d7",pork,Pork,Pork meat hamburgers,,,TBARS,,0.5,2,mg MDA/kg,0.35,13,0.944,2,0.023,1.89,0.472,3,16,1.394,3,1.20,0.150,2.79,0.70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0254,cranberry pomace extracts,2,%,2,Anthocyanins,plant,,,,,,,,,,,,,,,,,,,,trays were packed using modified atmosphere,"4c, 8c after d8",pork,Pork,Pork meat hamburgers,ANM+MAP,,TBARS,,0.5,2,mg MDA/kg,0.06,16,0.206,3,0.004,0.41,0.103,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0,%,0,,,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,,,TPC,Microbial,5,7,log CFU/g,3.17,7,4.18,3,0.14,0.60,0.60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.25,%,0.25,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TPC,Microbial,5,7,log CFU/g,3.23,7,4.23,3,0.14,0.60,0.60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.5,%,0.5,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TPC,Microbial,5,7,log CFU/g,3.25,7,4.24,3,0.14,0.61,0.61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.75,%,0.75,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TPC,Microbial,5,7,log CFU/g,3.23,7,4.29,3,0.15,0.61,0.61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,1,%,1,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TPC,Microbial,5,7,log CFU/g,3.28,7,4.34,3,0.15,0.62,0.62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,2,%,2,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TPC,Microbial,5,7,log CFU/g,3.27,7,4.35,3,0.15,0.62,0.62,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0,%,0,,,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.79,1,0.79,2,0.000,1.58,0.395,3,4,1.15,3,0.36,0.120,2.30,0.58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.25,%,0.25,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.46,8,0.53,3,0.004,1.06,0.265,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.5,%,0.5,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.37,8,0.44,3,0.004,0.88,0.220,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,0.75,%,0.75,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.22,8,0.3,3,0.005,0.60,0.150,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,1,%,1,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.19,8,0.25,3,0.004,0.50,0.125,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANX-0294,cacao bean husk powder,2,%,2,Protein  AA,plant,,,,,,,,,,,,,,,,,,,,,4,pork,Pork,Pork sausage,ANM,,TBARS,Chemical ,0.5,2,mg MDA/kg,0.17,8,0.2,3,0.002,0.40,0.100,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
