article_#,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,8.4,2.0,26.9,9.25,3.0,64.5,37.6,2.15,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,7.0,2.0,24.9,8.95,3.0,60.1,35.2,2.0,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.9,2.0,21.2,7.15,3.0,42.9,21.7,1.43,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,20.7,6.95,3.0,40.6,19.9,1.35,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,18.8,6.0,3.0,38.9,20.1,1.3,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.5,2.5,,,,,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.9,2.633,,,,,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,7.3,2.1,,,,,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,6.63,1.877,,,,,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,4.2,1.067,,,,,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,2.9,0.633,,,,,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.34,0.095,3.0,0.8,0.46,0.4,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.38,0.115,3.0,0.92,0.54,0.46,theoretical
anm-0064,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,2.0,0.26,0.06,3.0,0.63,0.37,0.32,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.25,0.037,,,,,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.3,0.053,,,,,theoretical
anm-0064,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.17,0.01,,,,,theoretical
